tweets,ClassLabel
user dear pope francis shame,0
user you will not win texas doesnt need a liberal everything liberals touch turns to crap,1
user user unreal liberals have completely lost it and will do anything opposing our president very sad,0
user user absolutely we all know the dems want all the votes coming to them that is why they are all pushing for it to happen dems liberals are plainly unamerican all they care about is their paycheck and their position 1st we need term minutes,0
it has always been user aim to compromise the evidence so that the special counsel can not use it to convict user during impeachment user user maga user user user user user user user url,0
user elections have consequences and if the left continues the direction they are heading in they will not win another one for a long time keep it up liberalism is a mental disease,0
user user has announced he is releasing fisa url,0
user looks like antifa to me just saying url,0
user hi bernice i hope you are enjoying the xrp community and learning lots about xrp0589 user,0
user user theme too has been ruined by hateful demonic democrats its now been weaponized against men disgusting how democrats liberals ruin everything they touch vote red to save america maga,1
user user this unfortunately is the real way democrats feel about blacks if they could they would put us all on the plantation socialism is making citizens slaves to the government the conservatives will never let that happen this very kind of treas,1
user user user user user user user user user user you are so beautiful xx,0
user user mental case for sure,1
user user user user user user user user user cheers appreciated,0
user user he won the ll do just like mitch mcconnell and never mention the good that user has accomplished,0
user northern az is good look forward to seeing him there maga,0
user user user what bhagwat tells shak ha minions and what he says to rest of the world are two different things sanghi goons will keep on raping and killing but the stupid liberals will think sang his are not that bad dont get taken in by his lies,1
user if we are not in control then how come you are allowed to tweet that idea in the first place,0
user hell yeah it fuckig is,1
user helly a,0
user risking his own ass lol,1
1 climate change 2education3 health care reform 4economy5guncontrol6 societal issues 7 immigration url,0
user he is beautiful just like his grandma bless him,0
user you have the best booty and everything you are stunning love you so want to cumin you so deep,0
your love for one another is the starlight in the darkness that surrounds you may that luminous love sustain you until the first day of rain cleanses the heartache you are enduring and washes away the pain user remembering edward,0
user user sure the far left and merkel lost faith in him for indoctrinated germans on the southpole everything seems north far right maa en was removed because he called an anti f a spade a spade well to you promoted because he spoke up against m,0
user the democrats are becoming more despicable by the day there is no bottom to their vitriol and lies barrel why liberals go along with this makes no sense,1
user user and she is getting death threats who owns comprised graham,0
user user user user user user user user right im stopping replying to any more of your nonsense but going to keep following you to warm others of your dangerous take on society you pal are the biggest fake going and been proved and just like all,1
user user im afraid you are right,0
user this describes bill clinton perfectly and yet crickets from liberals clinton crime family,0
user user repeat after me zombies,0
user he is saying what they need to do to fix the problems but not much how they will fix them i am a hear broken cardinals fan looking for answers,0
user god thats the one we should have used to remove holder,0
user he is trash himself to do that,1
user ibreatgeinkpopstanu nigger,1
user impulsive reactions he is not looking at the gun and her head is bowed low mane a mess what happens now,0
user anti fas been busy lately it seems,0
adicione ium vdeo auma playlist user url lil peep type beat your e leaving already melancholic,0
user yes occupy changed their tshirts to ferguson changed their tshirts to baltimore riots changed their tshirts to resist changed their tshirts to antifa to spread democrat violence,0
user user wrong 60didntvotepc so that doesnt mean the 60whodidnt should shut up likewise a13votedndpso not a majority by any means but a sizeable minority actually liberals and greens have similar position too and vote wise those thre,0
user god help every citizens whether they are republicans or democrats,0
looking into the shooting in maryland but no info since the feed is nothing but protest why do the gun grabbers not want anything out we know it was a female maga,0
user democrats are pulling the anita hill trick to derail the judge kavanaugh confirmation it will not work get over user triumph you communists will not destroy the usama ga,1
user it is poisonous indeed no wonder she is called v esha bottle the beauty in her eyes poisons every soul that stares into it,0
user user user so you are clearly admitting big names big cast also reason of sanju aye dilyehjawanibarfisuceess,0
user user there arent any principled conservatives,0
user democrats soft on crime soft on border security since we cant use illegal aliens i will now call them criminal aliens,0
user user user user fake conservatives and their fake outrage over the budget betrayal url url,0
user user you are so beautiful,0
user he is not a troll he is simply dumb but im enjoying it i love tweeter for this,1
user i understand annie she is stuck in between i understand her,0
user user hillary was blaming women not too long ago better hope the uneducated dont show up to vote again it isnt so much that liberals are ignorant its just that they know so many things that arent so,1
user user i support jah s blessings on his hussle he is d bomb,1
user you are runnning on the word of something you didnt see,0
user user likely an anti fat hug who plaster d himself with temp tatts for the interview with the shit lib press,0
user user i think this is more away to scare br exit eer conservatives into toeing the party line br exit e ers are all for the will of the people so long as the people agree with them,0
user if that was my missus horse hed fuck right off and have us chasing him like bell ends,1
user he is jeopardizing our security if he wants to show he favors transparency he can instead release his taxes,0
maxine waters trump has displayed the most despicable behavior that any human being could do url maga,1
user im so sorry for your loss and for everyone blaming you yet it was out of your control you are still an amazing person keep your head up,0
user it really sucks when commies atheists liberals refugees and anyone who isnt one of us uses our precious tax dollars,1
user no she is just informing the public of the horrible goings on in the trump whitehouse,0
users he is a lib registered democrat and thats all we need to know,0
user user did he mock a liberal mp crossing the floor to join the conservatives because it is evidence that they are basically the same party,0
user user enjoying this williams am ppc crowd tantrum karma,0
user user user user user user user thats a blatant lie antifa is the worse hate group look at what they did at berkeley university in california they nearly destroyed it over a guy they disagreed with it wasnt the kkk or white supremacy,1
users lap the shit out taher,1
user and who would listen to a man that robbed american taxpayers of millions of dollars and gave it to iran not me,1
user well she is better looking than the lying chicks lawyer,1
user the hate really takes a toll on these people physically most of these unhinged liberals do not look well 247fake news armageddon coverage is sucking the life out of these people i feel bad for them,1
user you mean he is a url,0
user croatian presidents bikini photos worlds hottest president ever url,1
user user nothing more satisfying than a good scratch or how k if you are a scottish badger,0
user youve seen the reports and you might know more than me but have a look at how many businesses have closed down since the coalition of the user user and you talk of training people for business,0
user wow user you didnt lookup permanently and suspends before placing them next to each other in a fucking headline you had one job,1
user yeah gun control actof1968 also uses a lot of innuendoes for black people and ghettos in its text,1
user i found out today that jesus isnt white and so now i cant go to church on sunday and i cant watch football damn obama liberals,1
user what happens next is whoever in the gop votes against him gets destroyed and we vote more republicans to the senate to ensure margin of victory for a my coney barrett liberals worst nightmare,1
user user they cant do that would infringe on my right sandi only like it when these companies in fridge on people who give people who are not liberals such as myself an alternative to 1 size fits all mainstream narrative,0
user user a weeee happy bday e panda you are an amazing drummer may be better than b have a great one,0
user userland on sucks i asked him for my birthday if i could play with him but he never got back to me so landon you suck,1
user he is only or2gamesithoughtitwas4 fire some reason,0
user user that dude whoever he is aged out a long time ago do better utah,0
user user user trudeau s liberals have no rules time to oust them,1
user lawbreakers love these liberals,0
user i think she is one of the oddest people i have ever seen how did she get elected but then again i find myself asking that about any liberal,0
5slain in southern california shootings gunman kills self from user another mass shooting when will we learn that its past time to do something about gun control url,0
user user liberals dont give a rats ass but having power period they cry over everything that doesnt go their way,1
user and user states that she went to save herself from online abuse if she wants to live in peace then why she is not taking case back and asking relatives to attend hearing contradictory statements and action,0
user francis must be forced aside the church needs to be cleansed top to bottom,1
user yes he is,0
user wow this colour scheme i am living for it also you are so pretty,0
user user user user user if you read this thread user seemed to imply that the views and actions of soros are the same as everyone on the left ie if you are left you support antifa did i misread,0
republicans conservatives user wetdreamsstep1 confirm predator asscotusjudgestep2 eliminate womens choices tep3 eliminate nonwhites voting rights step4 eliminate womens voting rights step5end immigration,1
user how do you get to know that she is having period too,0
user both dont support medicare for all both voted against the dreamers both voted for the racist police brutality bill both voted to give donald trump and even larger military budget both didnt do a thing on gun control both vot,1
user you are the best,0
user user it doesnt matter who said it you are correct if anyone that stupid to out your life and families lives in jeopardy based on politico dam fool,1
user it has been being de created slowly and stealthily since the conservatives came to power hunts done a sterling job,0
user he is my rainbow after every storm,0
the gop has two choices 1confirmkavanauhamp possibly lose the house 2dumpkavanauh definitely lose the house amp have their supporters walk away maga do the right thing confirm kavanaugh,0
user feinstein and schumer are political assassins thank heavens that user has been able to give a few in the gop courage to not fold this far conservatives need to hit back hard on these political criminals,1
user user user false they have not released the names of the 13 russians yet,0
user user user user my wife is from the usa all my inlaws are thrilled with trump and the conservatives winning the pc war,0
user user the active duty personnel i know think he is a dangerous fool may be 100 of racist military klansmen support mr traitor pants,1
user he is ave the should know better,0
user i love your momma she is me,0
user did he readme in kampf to understand hitlers influences that would be some photo mike moore buying me in kampf,0
user user this is insulting im black and fully capable of getting ids what makes you think that we cant lets be honest this is about liberals mostly white 1s that want to appear as saviors and vanguards for minorities its about protecting you,1
1heresuser as quoted by user factually incorrect on no less than 6 counts trump is raising taxes not just on democrats hes raising taxes on democrats amp republican amp independent samp conservatives amp short people amp tall people,0
user user user user users he is so calm amp patient thats great keep it up dont mind people bc everyone has their own viewpoints on each aspects of life,1
user user miriam,1
user you deserve it,0
user guilty,0
user user the conservatives amp evangelicals im sure you know the pro lifers,0
user user he she deserves those tattoos hope the antifa follow,0
user user exactly hasnt everyone figured out that the only substantiated threats occur by liberals to conservatives the other way around is a farce plain and simple this is made up to generate sympathy and try to keep a false narrative go in,0
user user via user you have cattle you are big farmers you can feed your children why then resort to birth control this is my opinion i see no reason to control births in tanzania user url url,0
user user user exciting week ahead god bless you mr president deplorable s mag aka gurl,0
user demon craps just cant get over the fact that they are not in charge theyre delusional to think something that will effect the country in such a profound way will just be bargained away americans have dreams that come first over illegals,1
user user lets throw up some added bureaucratic red tape to deter highly qualified people from entering the already vitriolic world of politics look at hate directed at trump family i dont care about tax returns some universal financial report,0
user call up user about time he got a call up he is showing he can perform at a big level he might not be atatop4 club but he can score give him a chance,0
user frankly i hate that argument gun control healthcare student loans tax policy climate change social security medicare even care missions and mileage there is a clear difference on each and every policy,1
user you are not alone with that,0
user user and user mp user praises the innovative public sector thinking of user this week in user if britain is to prosper in the 21st century it is through embracing the digital economy url url,0
user yes we were back again thank you so much hope you are all well,0
standing trump strong maga url,0
user nah you bob,0
user users he is as dumbass he looks,1
user kirino dere and the curious case of the fucked customs fees1010 good book,1
user i cackle at something different shit everytime i watch it lol,1
user user user user yeah lets get some gun control in this piece so white male americans can stop shooting places up protect all americans,0
user this is the realest and teal est shit ever eric da gawd,1
user because liberals hate america and cant stand the thought of a successful country,0
user user user user user as is uk democracy supposedly,0
user user they forget about antifa and all threats to conservatives when its convenient,0
user users he is a,1
wow my cell phone is blinking it must have had an incoming email i didnt notice who could that be from its an email from i havent seen her for a whi its been awhile well she is wondering if she could give my email address to my friend from high shcool i,0
i hate the democrats but they do fight like h3ll everyday rs are making so much from lobbyist they dont give a damn what we want im ready for mag a party but we have to get trump elected 2020 and keep democrats outtill2020url,1
user absolutely and nothing ever came of it,0
user brazil,0
user user end of story where is the lying liberals witness,1
user user why he is messed up,0
user user user user you mean the utter contempt br exit e ers are showing to businesses who are now virtually screaming that this is economic suicide mark my words jlr is only the start already small companies are moving to mainland eu as they cost of,0
user conservatives believe attempted rape is a form of flirting thats why were getting all the if you look into my past you wont believe what i did nonsense,1
user fuckruss110,1
user user tell me again url,0
user user principled conservatives are a rogues gallery of never trumper s who were not at all uncomfortable with the idea of hrc winning the 2016 presidential election in fact some of them voted for her,0
user user user real stuff like killing the aca and preserving gun control smarter than most but not the answer,0
user i was kind of shocked he is gone now from my feed at least,0
user user there is already more gunsthanpre1996 gun control free people should have the right to defend themselves and their families the threat of lethal force is a good deterrent to would be criminals,0
user your e full of sits the liberals paid by soros who are doing those things,1
user iyar isi in my area didnt get the money she is a widow with 5 children and all attempt to get the money proved abortive isnt this a scam,1
wcw because big sis was just inducted into the pixie gang and she is slaying it flawlessly url,0
user user user user user user user user user user user user user user at millfield lecturing the students about what the evolving dependent tax and migrant party url,0
user user thats exactly what you evil liberals do you try to intimidate people so they can step down i guess bullying is ok when its done by liberals,1
user clarence thomas was branded by democrats but has served honorably and well for over 20yrshaters are gonna hate all conservatives,0
user of course shes making money on the situation she is a dem they have no values but greed and power,1
user if you move ahead with kavanaugh snom in a tin without more information you are committing an ethical and legal violation u violated the constitution with merrick garland amp now this horrible candidate who says precedent can be overturned wait for,1
user user user whats your issue with antifa,0
user user conservatives send two in opposition taxpayer dollars to one popular vote prime minister,0
user user why the fuck do you cover american politics more than canadian politics user is a fucking disgrace report news all news not just the stuff that makes conservatives look bad and ignore the stuff that makes liberals look bad,1
user sandy hook was used to drum up public support for stricter gun control,0
231 years later the liberals wants to do away with it url,1
user let me nigga fish in peace damn,1
user user i recognize the one as antifa based on the board he becomes,0
user this is just obstruction call the vote maga,0
user user looks like gun control is working out well for your sht hole country huh how are those gun laws working huh more shootings and murders by gun than america which has more guns than people in brazil,0
user happy for you remember your beautiful glam med up and also when you are not,0
user i see antifa as a war on peaceful assembly,0
user he obviously doesnt care,0
user this is insane its leftists liberals democrats media propaganda you all know it because there scared that hell end abortion not true women have the right to get and abortion because its there body explain to me why is it illegal for her to sell,0
user holy shit you met michael jordan,1
user glad to hear you are ok my father went through surgery for bladder cancer last year and is now in remission at age of 88 years of exposure to lacquer fumes while spraying and staining cabinets may have contributed to his occurrance,0
user coming from a person from chicago kook,0
user i dont understand why she should be heard i should be heard and i have pictures and scars from my trauma illegal alien left his car in the middle of 405fwyin1982wheniwas18 we were badly damaged kavanaugh maga url,0
user user user user user user user its not about how much he splayed its about trade value he is more valuable the na5th,0
user user you are the poster child for marrying up,0
user yeah way to ruin the fucking hype this is why you werent invited to dennys after we finished with andreas lol,1
user you are look so damn beautiful in that outfit,0
user and heres me fucking ya mom url,1
user user yes read it again they use a term for a broad group leftist feminist the ist whatever else then in many cases focus on a particular extreme subset of that group antifa a subset of 3rdwavefeminismyecs without distinguishing the,0
user users he is scary now,0
user user i wonder if antifa will be rioting in the streets after they find out how corrupt the government is,1
user user thats silly when the 90s cartoons made him popular as fuck,1
user may as well ignore her since all we are doing is giving her the attention she so craves she was such an adorable child but she never had a good enough body for nude love scenes so now she is searching for the attention she desires with bovine,1
user user glad i wear wranglers so what gun control would you propose that will stop the criminals,1
user voter in election 2018 november gop red wave trump maga,0
user user zero evidence lmao ooo ooo i love seeing liberals squirm at shit like this,1
user democrats cut funding cia goes around it that show its done conservatives who play by the rules will get fucked up every time url,1
user so one person lies and a lying member of congress says the judge should step down great job liberals,0
user only for conservatives liberals elevate the person and make them their presidential nominee only a person like trump seems immune,0
user strange the far left antifa always quiet when moo slims attack white people and when there terrorists attacks done by the moo slims and lets not forget the moo slim groom ng gangs,0
user did he do this right after that last statement asking for a friend url,0
user user user lockheruphaalooool can not wait what a blatant lie somebody is scared boy if that fb trump get sin we all hang from nooses who remembers that one cant imagine the anxiety she is feeling makes me smile,1
user user why is john kerry running his mouth again as if we cared about what he has to say i cant think of a single damn thing kerry has accomplished besides run his mouth trumps accomplishments exceed anything kerry could ever dream of even,0
user flawed logic some many liberals would identify as christian because this is america and that is the dominate religion look at some stats before you makeover generalization take your crazy elsewhere,0
user hmmmm i think they should ve held on to him a bit longer we might see his face and hear his name again,0
user he is cute,0
user user user user you ignored my question which is crucial to the argument once sensible gun control is imposed and another shooting occurs do you truly believe they will not push for further restrictions,1
user you are an incredible person pali know you wont ever convince yourself otherwise,0
user you know as well as i do that race hustling is all the liberals have,0
user saw one a month ago in alabama where they said radical liberals were trying to stop his appointment over a clip of cory booker talking,0
user i wonder why you needed to bring up this point when i didnt mention anything about that but it seems like you are uncomfortable talking about race,0
user ppl speculate itsabtheakb48 produce akimoto and the fact he is a right wing and koreans really dislike him,0
user so you re fascists and antifa url,0
1so earlier you said unfazed and determined you are going to confirm judge kavanaugh presumably on behalf of chairman grassley now you say its the liberals fault how do you work that out basically you said serious accusations of potential assault not to mention lying url,0
user thats almost as idiotic as the antifa disarm them thing,0
user does jimmy have to clear his monologues with these producers to ensure nbc is tear free,0
user liberal dictionary illegal immigrants dreamers trump supporters deplorable dregsms13 killers human beings babies in the womb not human beings antifa protestors law abiding nra terrorists bill clinton feminist brett kavanaugh preda to,1
user user yea him thinking he might too he is working on sam and he has kaycee convinced he wont target her due to lgb qti need a megaphone,0
user user user dont believe it more insincere talk from the callous conservatives url,0
user user liberals are sick people,1
another attempt of the dems to hide the truth of abuse against women where is theme too movement on this verified abuser of women me too are they just another extension of the soros groups like antifa kkk url,1
user user user user user my experience is the gun control activists dont really want a conversation they want capitulation the way around that would be to open with proposals to expand gun rights in exchange for whatever is theyre looking forth,0
user antifa would burn a conservatives house down and cnn would be there lighting the torches amp throwing gas on the flames,1
user ask obama what need be done,0
user i still get this half my work days and all i do is sit on my computer in bed lmao,0
user and they are conservatives,0
user user user nice,0
user boycott nfl lets bring them to their knees,0
user are we really supposed to believe the party of violent liberal antifa with their kkk hoods who beat the hell out of strangers they know nothing about somehow care at all for this are we supposed to trust the party who funds antifa to tell us the tr,0
user user now lets do antifa radicalization,0
user rosier has played like straight fucking garbage i mean he was tolerable at most during the undefeated run last year but ever since pitt hes shown how much of a scrub he is and richt is scared to death to start perry,1
gun control now is running a hit piece on the cmp the cmp teaches gun safety to young people promotes responsible gun ownership and doesnt sell any of the so called assault weapons banners are targeting are we clear on what gun control is url,0
user user user user user user user ak how can you fight antifa when one of the major figureheads was and likely still is yan,0
user user i understand i sound cold but i love nintendo this money grubbing bastards,1
user im by no means an expert in how to pitch a gun control law to your congress,0
user ha even with them trying to rig the system they had no idea about divine intervention we god answered president trump,0
user user so what is the problem you are trying to advise of cant quite understand what you are trying to say,0
user user user user user user user user user user expanding the protection of rights is the opposite of curtailing rights gun control curtails rights,0
user user user he doesnt care who he hurts as long as he is happy how could anyone attend that sham of a church,0
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user us,0
we stand with kavanaugh maga url,0
user user user user i dont believe in hardening schools i believe in common sense gun control,0
democrats and liberals dont give a damn about user allegedly committing physical violence on his exgirlfriend but they all rush to discredit kavanaugh for a35yearoldvague11thhour accusation walk away hypocrites,1
user user fine lets fix chicago s gun violence end gun control,0
down with the democrats democrats hate america democrats are dangerous vote dems out vote red to save america from the loco liberals amp tds let all true conservatives amp all who chose to walk away prove that liberalism is a mental disorder and needs to squashed like abugvotered2018url,1
user you are no christian,0
user thats because you liberals have no morals anything goes with your kind drugs sex child endangerment,1
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user us,0
user user user arrest her immediately she is a wicked crazy democrat,1
user his gun control skills need work he missed by about a foot and a half,0
and he is shut ing up dont mess with yum i dont ever mess with ms yuzu ki,1
user yeah thats true i really hope you are able to get that time off for dais ho,0
user user democrats always give people reasons to vote what other party cares more about minorities or women amp children what party is fighting for healthcare which party is reasonable on gun control or immigration,0
user goodness your wife and ex gf were both sexually abused you liberals are into some weird stuff url,0
user user user user user user user user i would like to thank those at whitehall whom have supported me please see press statement below big thanks user user wishing you all the best for vote2019url,0
user user user user well you are fabulous,0
user i believe that our best days are ahead of us currently the user are the rms titanic and the chequers plan is a big feckin iceberg,0
lol ted cruz thinks texas voters are stupid says be too rourke will ban barbeque from the state of texas resist mag a ridiculous url,1
user thats the entire basis for gun control facts dont matter,0
user user right politics has no place in any ones reproductive organs or their sex lives,1
user user good for her thats some fine gun control double tap to an ass,1
user truly he had that sly self deprecating humor and swagger like you said very american,1
user user user user user user user user user user user user user user user user user when liberals are uncomfortable,0
user user fuck you you are disgusting animals and your editor who approved the news is a bag of shit,1
60ww resignations in five days the global swamp is being drained monday mood maga declassify it all url url,0
user user user user user user user user user user user aww you pooky bear you are such a victim,0
user user it was fun hope i get to see another one of ur sets soon,0
user he is also said we would have the cleaner air and water but his failure to protect our environment will also lead to mass death,0
user user user user user all vince cable has to show for getting into bed with the tories is a ridiculous knighthood,1
pretending you have dementia to own the libs maga url,1
user user brilliant effort great step count great that you are targeting more next week,0
user holy shit thank you so much up until the mine craft i that that because it wasnt on tv anymore that it had ended i was very very wrong,1
user and he said in america heads up anti faur neck is about to be stepped on,0
user i think ill blame all the dumbasses for gun control,1
user just made anso31 statement about this story asking if the liberals were just handing out money to cdns who agree with them url,0
user his legacy is crap why would anyone want to save crap,1
if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass,1
user crazy russian dude owns all your data,0
user its really slowing me down i wanna ask if i could just bring in my personal mac and use that as my work computer but i dont wanna seem like that apple snob but im over here shook,1
user user tough to speak your mind at work if your a conservative amazing that this occurred in work setting bizarre,0
user user you are confused jon,0
user user cant stand to listen to that puke i change the channel when he speaks he believes his own lies theyre all nuts left wing liberal disease walk away vote red to save america maga,1
user i come from a long line of bigots and morons its hard to grapple with at first but it gets better fill the void with fundamentally decent ppl and you will eventually realize you are better off for it,1
exclusive soros backed activists slip cash to anti kavanaugh protesters before arrests url via user,0
user ima brat cant deal with another woman to long unless she is relaxed like a guy,0
user user user oh so now you are comparing a government law enforcement agency which is subject to constitutional laws to a private corporation yeah that makes sense wait no it does not stop talking you are a complete imbecile,1
user am eye see kay he why am oh you as she,1
user he heightens the belief in slimfast url,0
user unhinged no hes just a fat pos slob who lucked outgoing against conservatives making tons of money in the process as an oper tunis t a very smart oper tiu nist who knows how to use amp shove lbs to the liberal left its good business these d,1
user i love yo cute ass,1
user another lie anything for a diversion,1
the feral left liberals continue to infiltrate indoctrinate kid shows dont hire these mentally ill hemorrhoids url,1
user on everything that shit is really sad smh,1
people of good faith and high character can and do come to competing conclusions about originalism abortion gun control and religious liberty kavanaugh kavanaugh hearings url,0
user eric holder was the perfect att gen for the obama administration not an ounce of human decency in his bones,0
user everytime i hate it its the most horrifying feeling it happens to me when im dozing off then i jolt wide the fuck awake,1
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user us,1
user user he is a communist fool,1
user user omg my heath bleeds for your daughter and your family hold her tight and keep telling her how safe she is and that your will always be there for her,0
user user user user user really but he is dont say because of russian collusion not proven after 2yrs besides collusion is not a crime we the people are winning wwg1wgamaga,0
user user funny how on top of things you are trying to show you are when its white republicans in the path of the storm an entire island was just left to fend for its self for 13 days before help arrived trump is a fake president,1
user he never was one much for the rule of law just the law of rule,0
user but honestly the cameras suck ass theyre great if you dont zoom in,0
user antifa are defined by one striking statistic virtually none are parents why,0
user user every time she opens her mouth more idiocy comes out of its he is an embarrassment but then she is a clinton,0
the unafraid and unscathed user bringing hope and change all around the world magan oko soko north korea skim jon gun agrees to shut missile site bbc news url,0
user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user us,0
user america wins with president trump not google maga america first,0
user legit got the saying written down but you are right,0
user ah classic antifa behaviour of trash people,1
and we wonder why conservatives who work for twitter fear saying so url,0
user who cares what a union leader has to say big kate do u fawning ly report lefty concerns because u and the left promoting cbc r doing the trudeau liberals bidding again urac bc liberal party shameful,1
user user user why did the democrats have to jam far left liberal judges down conservatives throat every liberal judge should be investigated all the way back to gradeschool the only lowlife here is you,1
user user user im just pointing out it was the liberals that made this distinction i am a buddhist i totally understand the global perspective its just disingenuous to say your for a country but then say your for the globe,0
user this will be settled and will never see a jury we will never know the truth maybe she grabbed him first while swapping spit or he is really that stupid to just grab her either way i doubt we will ever know the complete truth,1
user boycotting nfl for the rest of my life,1
user god he is terrible,1
user amazing how much money is being thrown at this guy by liberals freaking out be to epitomizes everything that is wrong in america vote cruz,1
user user its god not god,0
user i want him thank god i am in the hospital to get revived,0
user user user people do speak out for gun control amp against gun violence if you dont see it youre choosing not to pay attention amp thats just wilful ignorance on your part,0
user trying to smoke out followers that are also antifa shrewd,0
user user bloodsport who can forget the monologue by jackson describing this big monster and to think he is in his 60snow,1
user back of ff he is my be an,0
user user user alt right lmao nope were just not marxists socialism sucks,0
user hey bono why not turn your dublin hotel over to refugees asshole,1
user user because she is nothing more than an opportunistic lying sack of human waste paid by the left turn off your tv ed,1
user user user oh yeah so im sure you ll wait a certain amount of time before talking about gun control right im sure your e saying the same thing to all the people using the dead to push laws that do nothing right,1
user likely shift he is a political operative for the gop this will be a lifelong dream for many who have been working towards this outcome for decades its sad,1
user user user please point out what isnt true do the shit libs not love austerity and slashing public funding do they not love privatization are their social policies anything more than empty gestures has anyone in this thread referred to drug f,0
resist user user why arent dems amp msm blasting this story i can only imagine only false stories against conservatives count url,0
user what an actor joe biden is and thats all l he is a fake phony actor get off of the stage joe your time has come amp gone we dregs of society could care less about what you preach,1
user please leave my girlfriend alone i know she is too good yall dont understand,0
use rabat my nigga,1
user user user user user user user and your president respects all of that you liberals do not,1
user user does it hurt to constantly apologize for far right conservatives,0
user hopefully it is joking i hate boycotting the leftist entertainers but i do stop saying stupid stuff,1
user user user user user 3i will always defend the 2ndbutnotthenrawhowheni1 st joined was about promoting amp educating gun owners amp the public about guns no hypocrisy here amy well except maybe on your part fyi i know a lot of libe,0
user user user as a kid of legal immigrants i can attest you are 100 correct they follow the law to the letter in most cases because they worked so damn hard together legally they wont do anything to risk their status the illegals have contempt,1
user user user where are the capital police why let the leftist make a joke of our laws maga arrest clinton crime gang already no chain migration trump2020spygateig report proves seditious conspiracy us code 18ch115sec2384yep20yrs jail time,0
user user user cnn amp others involved in conspiracy theories amp propaganda while they protect anti faso i guess the 2013billamp2016 bills for propaganda does protect state media url,0
user user user user three soft little figure skating ballerinas,0
user user the republicans are against nancy pelosi because she is for the working class they demonized her because she doesnt help the rich thank you nancy for your service and being for the little guys,0
user because across the country everyone recognizes high handed authoritarian gerrymandering and democratic subversion only self serving ontario conservatives speak for this,0
user user liberals didnt want to hear from juanita broderick she was ignored liberals dont want to hear from keith ellison s accuser double standard,1
users he already proved she has nt a clue about things she is legislating so really have no interest in her comments or opinion,0
work out when you have a fat belly then you are insulin resistant and can fix it without medications by fasting details are here url url,0
user eric and hussein just need to stfu and go away too many americans died as a result of their fast and furious gun running scheme gone bad eric even defied congressional subpoenas with hussein s backing despicable,1
user user thats why i was so disgusted with him today i dont know why he thought this was a celebration but he thinks everything is about him i wont ever be able to forget the horrible things that he is done,1
user its all liberals have its all they ever had they see everything through the prism of race,0
user user i love uk ady you are the real mvp here,0
user hey ontario the liberals took billions from you amp gave it to multinational companies calling it a green energy plan dont worry your on hook for another 19 years as for real viable alternative s beyond hiding more taxes they had nothing,0
user complaining about sps comments and blames the media for him spath feeling a certain way and not actually reading an article basically saying she a doesnt know shit and basically he should shut his mouth,1
user a little bigger than i like she needs to join chubby chaser tour,0
user you are out doing yourself today,0
user user heyy all take this shit to dms aight,0
user no time for political correctness it is a lie everyone knows this behind the scenes the liberals are laughing take the vote,0
user climate always changes its the climate frauds with their wealth redistribution scheme that is new,0
user user user rooney wont do anything he is the one that needs to take some action,0
user so what is the conservatives policy on antisemitism does it quote the international recognition if not why arent you reporting on this with as much vigour as you have done with labour,0
user you still doing music,0
user user user basically psa is spoon feeding liberals exactly what they want to hear rather than confronting the structural inequities that they in part helped foster implement,0
user user user user user trump uses a lot of misdirection intentionally would need specifics you are referencing media screaming he is lying is mostly their spin on it take the wiretap claim for instance trump was correct they called him a liar,0
user user user i fuck with this hard,1
user he didnt say that when he raped his daughters friend 16 years old and not too long after she committed suicide,1
user users he is lying,0
user user you forgot to not run for office or disagree with diane feinstein or liberals or have wrong think,0
user user isnt it wat left amp liberals h ve been doing in india,0
user that much projection is even a doozy for far left democratic socialist antifa members amazing,0
users he is such a witch,1
user user user i have been thinking about it and its not in conceivable that someone was trying to meddle with peoples minds regarding gun control i am double minded about the use of arms because i am a peacemaker shoot once and you could start abi,1
user joshi am not fucking a lol irobot,1
user user user traitor whoever he or she is,1
political unmasking of team trump must be prosecuted american thinker urlurlmagapjnetkagtrump train trump train 2020urlusertw055,0
user hey brian tell us about the time you voted with the liberals to take our guns away url,0
user conway say it louder for your fellow maga trump kins because they are the horrible peiple insulting her url,1
user user yall should really change the name of the assault rifle coming from a second amendment advocate it puts the wrong name of the rifle out there to the gun control lobby its not an assault rifle its just a normal rifle,0
user user msm democrats liberals describe antifa as peaceful demonstrators in my opinion they are a democrat army preparing for war,0
user does these idiots actually listen to what they say user sucks,1
tennessee conservatives rnrtn2a defenders republicans prolife gent n gop libertarians prolife gay trio tsr nrc cot are you doing your part to grow are you registering voters planned parenthood is pause think about that it speaks volumes url,0
2018s biggest epidemic is saying neoliberal s when you just mean liberals,0
user hillary clinton will be potus oops,1
user looking forward to seeing what you are bringing to the market the rum market has needed some quality infusion for quite some time fingers crossed for a quality spice drum,0
user i was on a conference call after the election of our president 30 minutes of ted lieu discussing how to stop trump this guy supports antifa maxine is his mentor,0
